File,Ground Truth,Prediction,Missed (FN),False Alarm (FP)
GWB01_20241125_183000_5.pt,"Rain, Wind",Rain,Wind,
GWB01_20241125_183000_7.pt,"Rain, Wind",Wind,Rain,
GWB01_20241125_183000_9.pt,"Rain, Wind",Rain,Wind,
GWB01_20250125_120000_1.pt,Aircraft,"Rain, Wind",Aircraft,"Rain, Wind"
GWB01_20250125_120000_10.pt,Aircraft,"Rain, Wind",Aircraft,"Rain, Wind"
GWB01_20250125_120000_2.pt,Aircraft,Wind,Aircraft,Wind
GWB01_20250125_120000_3.pt,Aircraft,"Rain, Wind",Aircraft,"Rain, Wind"
GWB01_20250125_120000_4.pt,Aircraft,Wind,Aircraft,Wind
GWB01_20250125_120000_5.pt,Aircraft,Wind,Aircraft,Wind
GWB01_20250125_120000_6.pt,Aircraft,Wind,Aircraft,Wind
GWB01_20250125_120000_7.pt,Aircraft,,Aircraft,
GWB01_20250125_120000_8.pt,Aircraft,,Aircraft,
GWB01_20250125_120000_9.pt,Aircraft,Wind,Aircraft,Wind
GWB01_20250128_171500_3.pt,"Mammal, Wind",Wind,Mammal,
GWB01_20250128_171500_4.pt,"Bird, Mammal, Wind","Bird, Wind",Mammal,
GWB01_20250128_171500_5.pt,"Mammal, Wind",Wind,Mammal,
GWB01_20250128_171500_6.pt,"Aircraft, Mammal",Aircraft,Mammal,
GWB01_20250128_171500_7.pt,"Aircraft, Mammal",Aircraft,Mammal,
GWB01_20250224_220000_10.pt,Wind,"Rain, Wind",,Rain
GWB01_20250322_031500_10.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_2.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_4.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_5.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_6.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_7.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_8.pt,"Rain, Wind",Wind,Rain,
GWB01_20250322_031500_9.pt,"Rain, Wind",Wind,Rain,
GWB01_20250325_073000_1.pt,Machine,"Bird, Wind",Machine,"Bird, Wind"
GWB01_20250325_073000_10.pt,"Bird, Machine, Wind","Machine, Wind",Bird,
GWB01_20250325_073000_2.pt,Wind,"Bird, Wind",,Bird
GWB01_20250325_073000_6.pt,"Machine, Wind",Wind,Machine,
GWB01_20250325_073000_8.pt,Wind,"Machine, Wind",,Machine
GWB01_20250328_000000_1.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_2.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_3.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_4.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_5.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_6.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_7.pt,Wind,"Rain, Wind",,Rain
GWB01_20250328_000000_8.pt,Wind,"Rain, Wind",,Rain
GWB01_20250330_170000_1.pt,Wind,"Rain, Wind",,Rain
GWB01_20250330_170000_10.pt,"Rain, Wind",Wind,Rain,
GWB01_20250330_170000_2.pt,Wind,"Rain, Wind",,Rain
GWB01_20250330_170000_5.pt,"Bird, Rain, Wind","Rain, Wind",Bird,
GWB01_20250330_170000_6.pt,"Bird, Rain, Wind","Rain, Wind",Bird,
GWB01_20250422_034500_2.pt,Wind,"Rain, Wind",,Rain
GWB01_20250422_034500_5.pt,Wind,"Rain, Wind",,Rain
GWB01_20250422_034500_7.pt,Wind,"Rain, Wind",,Rain
GWB01_20250518_154500_1.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_2.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_3.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_5.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_6.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_7.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_8.pt,"Bird, Wind",Bird,Wind,
GWB01_20250518_154500_9.pt,"Bird, Wind",Bird,Wind,
GWB01_20250523_024500_1.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_10.pt,"Frog, Rain, Wind",Wind,"Frog, Rain",
GWB01_20250523_024500_2.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_3.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_4.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_5.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_6.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_7.pt,"Rain, Wind",Wind,Rain,
GWB01_20250523_024500_8.pt,Rain,Wind,Rain,Wind
GWB01_20250523_024500_9.pt,"Rain, Wind",Wind,Rain,
GWB01_20250528_110000_1.pt,Bird,"Aircraft, Bird",,Aircraft
GWB01_20250610_080000_5.pt,"Bird, Machine",Machine,Bird,
GWB01_20250610_080000_6.pt,"Bird, Machine",Machine,Bird,
GWB01_20250610_080000_7.pt,"Bird, Machine",Machine,Bird,
GWB01_20250610_080000_9.pt,"Bird, Machine",Machine,Bird,
GWB01_20250616_101500_1.pt,"Bird, Cicada, Wind",Bird,"Cicada, Wind",
GWB01_20250616_101500_10.pt,"Bird, Cicada, Wind","Bird, Wind",Cicada,
GWB01_20250616_101500_2.pt,"Bird, Wind",Bird,Wind,
GWB01_20250616_101500_3.pt,"Bird, Cicada, Wind","Bird, Wind",Cicada,
GWB01_20250616_101500_4.pt,"Bird, Cicada, Wind","Bird, Cicada",Wind,
GWB01_20250616_101500_5.pt,"Bird, Cicada, Wind","Bird, Wind",Cicada,
GWB01_20250616_101500_6.pt,"Bird, Cicada","Bird, Wind",Cicada,Wind
GWB01_20250616_101500_7.pt,"Bird, Cicada","Bird, Cicada, Wind",,Wind
GWB01_20250616_101500_8.pt,"Bird, Cicada, Wind","Bird, Wind",Cicada,
GWB01_20250616_101500_9.pt,"Bird, Cicada, Wind","Bird, Wind",Cicada,
GWB01_20250720_050000_1.pt,"Bird, Frog, Rain","Bird, Rain",Frog,
GWB01_20250720_050000_10.pt,"Bird, Frog, Rain","Bird, Rain",Frog,
GWB01_20250720_050000_5.pt,"Bird, Frog, Rain","Bird, Rain",Frog,
GWB01_20250720_050000_6.pt,"Bird, Frog, Rain","Bird, Rain",Frog,
GWB01_20250720_050000_9.pt,"Bird, Frog, Rain","Bird, Rain",Frog,
GWB01_20250720_150000_1.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_2.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_3.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_4.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_5.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_6.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_7.pt,"Bird, Frog",Bird,Frog,
GWB01_20250720_150000_9.pt,"Bird, Frog",Bird,Frog,
GWB01_20250727_063000_10.pt,Wind,"Bird, Wind",,Bird
GWB01_20250727_063000_2.pt,"Bird, Wind",Wind,Bird,
GWB01_20250727_063000_8.pt,Wind,"Frog, Wind",,Frog
GWB01_20250727_063000_9.pt,"Bird, Wind",Wind,Bird,
GWB01_20250803_173000_3.pt,"Bird, Rain, Wind",Wind,"Bird, Rain",
GWB01_20250803_173000_4.pt,"Bird, Rain, Wind","Bird, Wind",Rain,
GWB01_20250803_173000_5.pt,Wind,"Bird, Wind",,Bird
GWB01_20250803_173000_6.pt,"Rain, Wind","Bird, Rain, Wind",,Bird
GWB01_20250804_000000_10.pt,"Frog, Wind",Wind,Frog,
GWB01_20250804_000000_2.pt,Wind,"Rain, Wind",,Rain
GWB01_20250804_000000_3.pt,Wind,"Rain, Wind",,Rain
GWB01_20250804_000000_5.pt,"Frog, Wind",Wind,Frog,
GWB01_20250804_000000_7.pt,"Frog, Wind",Wind,Frog,
GWB01_20250804_000000_8.pt,"Rain, Wind",Wind,Rain,
GWB02_20250630_190000_4.pt,Cicada,"Cicada, Insect",,Insect
GWB03_20250619_073000_10.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_11.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_12.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_17.pt,Bird,"Bird, Frog",,Frog
GWB03_20250619_073000_4.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_5.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_6.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_7.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_8.pt,"Aircraft, Bird",Bird,Aircraft,
GWB03_20250619_073000_9.pt,"Aircraft, Bird",Bird,Aircraft,
GWB04_20250310_170000_1.pt,"Machine, Mammal, Wind",Machine,"Mammal, Wind",
GWB04_20250310_170000_10.pt,"Machine, Wind",,"Machine, Wind",
GWB04_20250310_170000_2.pt,"Machine, Mammal, Wind",Machine,"Mammal, Wind",
GWB04_20250310_170000_3.pt,"Machine, Wind",,"Machine, Wind",
GWB04_20250310_170000_4.pt,"Machine, Wind",Machine,Wind,
GWB04_20250310_170000_7.pt,"Machine, Speech, Wind",Machine,"Speech, Wind",
GWB04_20250310_170000_9.pt,"Machine, Speech, Wind",,"Machine, Speech, Wind",
GWB04_20250326_100000_1.pt,"Machine, Mammal, Wind",Machine,"Mammal, Wind",
GWB04_20250326_100000_10.pt,"Aircraft, Machine",Machine,Aircraft,
GWB05_20250107_111500_10.pt,Machine,,Machine,
GWB05_20250107_111500_4.pt,Machine,,Machine,
GWB05_20250107_111500_5.pt,Machine,Bird,Machine,Bird
GWB05_20250107_111500_6.pt,Machine,,Machine,
GWB05_20250107_111500_7.pt,Machine,,Machine,
GWB05_20250107_111500_8.pt,Machine,,Machine,
GWB05_20250107_111500_9.pt,Machine,,Machine,
GWB05_20250110_000000_1.pt,Mammal,,Mammal,
GWB05_20250110_000000_10.pt,Mammal,,Mammal,
GWB05_20250110_000000_2.pt,Mammal,,Mammal,
GWB05_20250110_000000_4.pt,Mammal,,Mammal,
GWB05_20250110_000000_5.pt,,Mammal,,Mammal
GWB05_20250503_050000_3.pt,"Bird, Wind",Bird,Wind,
GWB05_20250503_050000_5.pt,"Bird, Wind",Bird,Wind,
GWB05_20250511_174500_3.pt,Rain,"Bird, Rain",,Bird
GWB05_20250708_190000_1.pt,"Cicada, Machine, Wind",Cicada,"Machine, Wind",
GWB05_20250708_190000_10.pt,"Cicada, Machine, Wind",Cicada,"Machine, Wind",
GWB05_20250708_190000_2.pt,"Cicada, Machine, Wind","Cicada, Wind",Machine,
GWB05_20250708_190000_3.pt,"Cicada, Machine, Wind","Cicada, Insect, Wind",Machine,Insect
GWB05_20250708_190000_4.pt,"Cicada, Machine, Wind","Cicada, Wind",Machine,
GWB05_20250708_190000_5.pt,"Cicada, Machine, Wind",Cicada,"Machine, Wind",
GWB05_20250708_190000_6.pt,"Cicada, Machine, Wind","Cicada, Wind",Machine,
GWB05_20250708_190000_7.pt,"Cicada, Machine, Wind","Cicada, Wind",Machine,
GWB05_20250708_190000_8.pt,"Cicada, Machine, Wind","Cicada, Wind",Machine,
GWB05_20250708_190000_9.pt,"Cicada, Machine, Wind",Cicada,"Machine, Wind",
GWB05_20250717_051500_1.pt,"Bird, Wind",Bird,Wind,
GWB05_20250717_051500_10.pt,"Bird, Wind","Bird, Insect",Wind,Insect
GWB05_20250717_051500_2.pt,"Bird, Wind",Frog,"Bird, Wind",Frog
GWB05_20250717_051500_3.pt,"Bird, Wind",Frog,"Bird, Wind",Frog
GWB05_20250717_051500_4.pt,"Bird, Wind","Bird, Frog",Wind,Frog
GWB05_20250717_051500_5.pt,"Bird, Wind","Bird, Frog",Wind,Frog
GWB05_20250717_051500_6.pt,"Bird, Wind",Bird,Wind,
GWB05_20250717_051500_7.pt,"Bird, Wind",Bird,Wind,
GWB05_20250717_051500_8.pt,"Bird, Wind",Bird,Wind,
GWB05_20250717_051500_9.pt,"Bird, Wind",Bird,Wind,
GWB05_20250725_154500_1.pt,"Aircraft, Rain",Rain,Aircraft,
GWB05_20250725_154500_2.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB05_20250725_154500_3.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB05_20250725_154500_4.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB05_20250725_154500_5.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB05_20250725_154500_6.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB05_20250725_154500_7.pt,"Aircraft, Rain",Rain,Aircraft,
GWB05_20250725_154500_8.pt,"Aircraft, Rain","Rain, Wind",Aircraft,Wind
GWB07_20250508_073000_1.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_14.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_15.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_16.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_17.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_18.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_19.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_2.pt,"Aircraft, Bird","Bird, Wind",Aircraft,Wind
GWB07_20250508_073000_20.pt,"Aircraft, Bird",Bird,Aircraft,
GWB07_20250508_073000_8.pt,"Aircraft, Bird","Aircraft, Bird, Owl",,Owl
GWB07_20250508_073000_9.pt,"Aircraft, Bird",Bird,Aircraft,
GWU02_20250418_100000_1.pt,Machine,,Machine,
GWU02_20250418_100000_5.pt,"Machine, Wind",Machine,Wind,
GWU02_20250418_100000_6.pt,"Machine, Wind",Wind,Machine,
GWU02_20250418_100000_9.pt,"Machine, Wind",Machine,Wind,
GWU02_20250627_084500_1.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_10.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_2.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_3.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_4.pt,"Bird, Cicada, Machine","Bird, Cicada",Machine,
GWU02_20250627_084500_5.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_6.pt,"Cicada, Machine","Bird, Cicada",Machine,Bird
GWU02_20250627_084500_7.pt,"Bird, Cicada, Machine","Bird, Cicada",Machine,
GWU02_20250627_084500_8.pt,"Cicada, Machine",Cicada,Machine,
GWU02_20250627_084500_9.pt,"Bird, Cicada, Machine","Bird, Cicada",Machine,
GWU02_20250704_065900_15.pt,Cicada,"Bird, Cicada",,Bird
GWU04_20250713_064500_4.pt,Bird,"Bird, Wind",,Wind
GWU04_20250713_064500_5.pt,Bird,"Bird, Wind",,Wind
GWU04_20250713_064500_6.pt,Bird,"Bird, Wind",,Wind
GWU04_20250713_064500_7.pt,Bird,"Bird, Wind",,Wind
GWU04_20250713_064500_8.pt,Bird,"Bird, Wind",,Wind
GWU04_20250713_064500_9.pt,Bird,"Bird, Wind",,Wind
GWU04_20250728_111500_1.pt,"Bird, Machine","Bird, Wind",Machine,Wind
GWU04_20250728_111500_6.pt,"Bird, Machine","Bird, Wind",Machine,Wind
GWU04_20250728_111500_7.pt,"Bird, Machine",Bird,Machine,
GWU05_20250708_184500_1.pt,"Cicada, Wind","Bird, Cicada",Wind,Bird
GWU05_20250708_184500_10.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_2.pt,"Cicada, Wind","Bird, Cicada",Wind,Bird
GWU05_20250708_184500_3.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_4.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_5.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_6.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_7.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_8.pt,"Cicada, Wind",Cicada,Wind,
GWU05_20250708_184500_9.pt,"Cicada, Wind",Cicada,Wind,
TML01_20240117_184800_2.pt,Rain,"Rain, Wind",,Wind
TML01_20240203_112100_1.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_10.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_2.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_3.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_4.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_5.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_6.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_7.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_8.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240203_112100_9.pt,"Bird, Cicada",Cicada,Bird,
TML01_20240216_223000_1.pt,"Frog, Owl, Rain","Insect, Rain","Frog, Owl",Insect
TML01_20240216_223000_10.pt,"Frog, Owl, Rain","Frog, Insect, Owl, Rain",,Insect
TML01_20240216_223000_2.pt,"Frog, Owl, Rain","Frog, Insect, Owl, Rain",,Insect
TML01_20240216_223000_3.pt,"Frog, Owl, Rain","Insect, Owl, Rain",Frog,Insect
TML01_20240216_223000_6.pt,"Frog, Owl, Rain","Owl, Rain",Frog,
TML01_20240216_223000_7.pt,"Frog, Owl, Rain","Owl, Rain",Frog,
TML01_20240216_223000_8.pt,"Frog, Owl, Rain","Owl, Rain",Frog,
TML01_20240216_223000_9.pt,"Frog, Owl, Rain","Owl, Rain",Frog,
TML01_20240221_054800_1.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_10.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_2.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_3.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_4.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_5.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_6.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_7.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_8.pt,"Frog, Owl",Owl,Frog,
TML01_20240221_054800_9.pt,"Frog, Owl",Owl,Frog,
TML01_20240323_000300_1.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_2.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_3.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_4.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_5.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_6.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240323_000300_7.pt,"Frog, Rain, Wind","Frog, Rain",Wind,
TML01_20240419_231800_1.pt,"Frog, Insect, Owl",Insect,"Frog, Owl",
TML01_20240419_231800_10.pt,"Frog, Insect, Owl","Insect, Owl",Frog,
TML01_20240419_231800_2.pt,"Frog, Insect, Owl","Insect, Owl",Frog,
TML01_20240419_231800_7.pt,"Frog, Insect, Owl","Insect, Owl",Frog,
TML01_20240502_201200_1.pt,"Frog, Insect, Rain","Frog, Rain, Wind",Insect,Wind
TML01_20240502_201200_2.pt,"Frog, Insect, Rain","Frog, Rain",Insect,
TML01_20240502_201200_3.pt,"Frog, Insect, Rain","Frog, Rain",Insect,
TML01_20240502_201200_4.pt,"Frog, Insect, Rain","Frog, Rain, Wind",Insect,Wind
TML01_20240502_201200_5.pt,"Frog, Insect, Rain","Frog, Insect, Rain, Wind",,Wind
TML01_20240502_201200_6.pt,"Frog, Insect, Rain","Frog, Rain, Wind",Insect,Wind
TML01_20240502_201200_7.pt,"Frog, Insect, Rain","Frog, Insect, Rain, Wind",,Wind
TML01_20240502_201200_8.pt,"Frog, Insect, Rain","Frog, Insect, Rain, Wind",,Wind
TML01_20240502_201200_9.pt,"Frog, Insect, Rain","Frog, Insect, Rain, Wind",,Wind
TML01_20240505_074500_1.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_10.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_2.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_3.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_4.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_5.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240505_074500_6.pt,"Aircraft, Cicada, Wind","Cicada, Rain, Wind",Aircraft,Rain
TML01_20240505_074500_7.pt,"Aircraft, Cicada, Wind","Cicada, Rain, Wind",Aircraft,Rain
TML01_20240505_074500_8.pt,"Aircraft, Cicada, Wind","Cicada, Rain, Wind",Aircraft,Rain
TML01_20240505_074500_9.pt,"Aircraft, Cicada, Wind","Cicada, Wind",Aircraft,
TML01_20240527_180900_1.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_2.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_3.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_4.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_5.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_6.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_7.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240527_180900_8.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240615_120300_8.pt,Cicada,"Cicada, Rain",,Rain
TML01_20240718_173300_1.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_10.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_2.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_3.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_4.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_5.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_6.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_7.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240718_173300_9.pt,"Aircraft, Cicada",Cicada,Aircraft,
TML01_20240721_161500_1.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_10.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_2.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_3.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_4.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_5.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_6.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_8.pt,"Rain, Wind",Rain,Wind,
TML01_20240721_161500_9.pt,"Rain, Wind",Rain,Wind,
TML01_20240806_165700_1.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240806_165700_10.pt,"Cicada, Wind",Wind,Cicada,
TML01_20240806_165700_2.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240806_165700_3.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240806_165700_7.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240806_165700_8.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240806_165700_9.pt,"Cicada, Wind","Bird, Wind",Cicada,Bird
TML01_20240807_150900_1.pt,"Cicada, Rain","Cicada, Insect, Rain",,Insect
TML01_20240807_190300_1.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240807_190300_10.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240807_190300_2.pt,"Frog, Insect, Owl","Aircraft, Frog, Insect",Owl,Aircraft
TML01_20240807_190300_3.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240807_190300_4.pt,"Frog, Insect, Owl","Aircraft, Frog, Insect",Owl,Aircraft
TML01_20240807_190300_5.pt,"Frog, Insect, Owl","Aircraft, Frog, Insect",Owl,Aircraft
TML01_20240807_190300_6.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240807_190300_7.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240807_190300_8.pt,"Frog, Insect, Owl","Aircraft, Frog, Insect",Owl,Aircraft
TML01_20240807_190300_9.pt,"Frog, Insect, Owl","Frog, Insect",Owl,
TML01_20240825_191200_1.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_10.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_2.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_3.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_4.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_5.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_6.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_7.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_8.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
TML01_20240825_191200_9.pt,"Frog, Insect, Owl, Rain","Frog, Insect, Rain",Owl,
